query,rank,work_id,doi,title,publication_year,publication_date,cited_by_count,type
agent security AI-generated code security,87,https://openalex.org/W4312980360,https://doi.org/10.1109/access.2022.3215975,Security Threats and Mitigation Techniques in UAV Communications: A Comprehensive Survey,2022,2022-01-01,123,article
agent security AI-generated code security,88,https://openalex.org/W4415932290,https://doi.org/10.3390/jcp5040095,AI-Augmented SOC: A Survey of LLMs and Agents for Security Automation,2025,2025-11-05,29,article
agent security AI-generated code security,89,https://openalex.org/W4391454475,https://doi.org/10.1109/access.2024.3361039,"A Comprehensive Review on Cyber-Attacks in Power Systems: Impact Analysis, Detection, and Cyber Security",2024,2024-01-01,155,article
agent security AI-generated code security,90,https://openalex.org/W4399046343,https://doi.org/10.1038/s41598-024-62861-y,Using machine learning algorithms to enhance IoT system security,2024,2024-05-27,96,article
agent security AI-generated code security,91,https://openalex.org/W4221025418,https://doi.org/10.1186/s40100-022-00216-9,Effects of sustainable agricultural practices on farm income and food security in northern Ghana,2022,2022-03-15,136,article
agent security AI-generated code security,92,https://openalex.org/W4416209823,https://doi.org/10.1007/s10462-025-11422-4,"Agentic AI: a comprehensive survey of architectures, applications, and future directions",2025,2025-11-14,131,article
agent security AI-generated code security,93,https://openalex.org/W4382132796,https://doi.org/10.1016/j.heliyon.2023.e17575,AI in drug discovery and its clinical relevance,2023,2023-06-26,294,article
agent security AI-generated code security,94,https://openalex.org/W4296717257,https://doi.org/10.22541/au.166379475.54266021/v1,Deep Learning and Artificial Intelligence Framework to Improve the Cyber Security,2022,2022-09-21,86,preprint
agent security AI-generated code security,95,https://openalex.org/W4283156811,https://doi.org/10.1145/3531146.3533158,The Fallacy of AI Functionality,2022,2022-06-20,242,conference-paper
agent security AI-generated code security,96,https://openalex.org/W4210895381,https://doi.org/10.1109/ojcoms.2022.3149732,Security and Privacy Threats for Bluetooth Low Energy in IoT and Wearable Devices: A Comprehensive Survey,2022,2022-01-01,147,article
agent security AI-generated code security,97,https://openalex.org/W4401405116,https://doi.org/10.1093/epolic/eiae042,The simple macroeconomics of AI,2024,2024-08-06,237,article
agent security AI-generated code security,98,https://openalex.org/W4304694200,https://doi.org/10.1016/j.giq.2022.101774,AI adoption and diffusion in public administration: A systematic literature review and future research agenda,2022,2022-10-12,449,review
agent security AI-generated code security,99,https://openalex.org/W4322736917,https://doi.org/10.1145/3585385,Wild Patterns Reloaded: A Survey of Machine Learning Security against Training Data Poisoning,2023,2023-03-01,146,article
agent security AI-generated code security,100,https://openalex.org/W4403099947,https://doi.org/10.1002/advs.202407094,An AI Agent for Fully Automated Multi‐Omic Analyses,2024,2024-10-03,80,article
agent security AI-generated code security,101,https://openalex.org/W4226278401,https://doi.org/10.48550/arxiv.2203.02155,Training language models to follow instructions with human feedback,2022,2022-03-04,4345,preprint
agent security AI-generated code security,102,https://openalex.org/W4386473332,https://doi.org/10.1109/comst.2023.3312349,"A Survey on Network Slicing Security: Attacks, Challenges, Solutions and Research Directions",2023,2023-09-06,120,article
agent security AI-generated code security,103,https://openalex.org/W4292825932,https://doi.org/10.1109/access.2022.3201144,AI-Based Conversational Agents: A Scoping Review From Technologies to Future Directions,2022,2022-01-01,137,article
agent security AI-generated code security,104,https://openalex.org/W4390907087,https://doi.org/10.5089/9798400262548.006,Gen-AI,2024,2024-01-01,190,article
agent security AI-generated code security,105,https://openalex.org/W4226315262,https://doi.org/10.1109/access.2022.3168972,"SDN Security Review: Threat Taxonomy, Implications, and Open Challenges",2022,2022-01-01,110,article
agent security AI-generated code security,106,https://openalex.org/W4394692435,https://doi.org/10.1145/3656166,"Security, Privacy, and Decentralized Trust Management in VANETs: A Review of Current Research and Future Directions",2024,2024-04-10,134,article
agent security AI-generated code security,107,https://openalex.org/W4388202809,https://doi.org/10.3390/jcp3040034,Security in Cloud-Native Services: A Survey,2023,2023-10-26,75,article
agent security AI-generated code security,108,https://openalex.org/W4322775556,https://doi.org/10.1186/s13677-023-00406-w,OpenStackDP: a scalable network security framework for SDN-based OpenStack cloud infrastructure,2023,2023-02-28,100,article
agent security AI-generated code security,109,https://openalex.org/W4367665843,https://doi.org/10.1109/jiot.2023.3268316,AI for UAV-Assisted IoT Applications: A Comprehensive Review,2023,2023-05-01,292,article
agent security AI-generated code security,110,https://openalex.org/W4402684050,https://doi.org/10.18653/v1/2024.acl-long.810,ChatDev: Communicative Agents for Software Development,2024,2024-01-01,344,conference-paper
agent security AI-generated code security,111,https://openalex.org/W4390670939,https://doi.org/10.3390/s24020368,Security and Trust Management in the Internet of Vehicles (IoV): Challenges and Machine Learning Solutions,2024,2024-01-08,119,article
agent security AI-generated code security,112,https://openalex.org/W4366003124,https://doi.org/10.1145/3579605,Explanations Can Reduce Overreliance on AI Systems During Decision-Making,2023,2023-04-14,344,article
agent security AI-generated code security,113,https://openalex.org/W4386794445,https://doi.org/10.48550/arxiv.2309.07864,The Rise and Potential of Large Language Model Based Agents: A Survey,2023,2023-09-14,257,preprint
agent security AI-generated code security,114,https://openalex.org/W4399396317,https://doi.org/10.1109/host55342.2024.10545393,Empowering Hardware Security with LLM: The Development of a Vulnerable Hardware Database,2024,2024-05-06,28,conference-paper
agent security AI-generated code security,115,https://openalex.org/W4403402994,https://doi.org/10.3390/pharmaceutics16101328,Artificial Intelligence (AI) Applications in Drug Discovery and Drug Delivery: Revolutionizing Personalized Medicine,2024,2024-10-14,461,article
agent security AI-generated code security,116,https://openalex.org/W4393342727,https://doi.org/10.1111/bjet.13460,AI and English language teaching: Affordances and challenges,2024,2024-03-30,245,article
agent security AI-generated code security,117,https://openalex.org/W4405586205,https://doi.org/10.1016/j.caeai.2024.100348,Generative AI in higher education: A global perspective of institutional adoption policies and guidelines,2024,2024-12-19,342,article
agent security AI-generated code security,118,https://openalex.org/W4390120226,https://doi.org/10.1109/access.2023.3346320,Machine Learning for Healthcare-IoT Security: A Review and Risk Mitigation,2023,2023-01-01,91,article
agent security AI-generated code security,119,https://openalex.org/W4327810158,https://doi.org/10.4230/lipics.cosit.2024.11,GPT-4 Technical Report,2023,2023-03-15,2490,preprint
agent security AI-generated code security,120,https://openalex.org/W4407087968,https://doi.org/10.1093/polsoc/puaf001,Governance of Generative AI,2025,2025-01-01,168,article
agent security AI-generated code security,121,https://openalex.org/W4367313436,https://doi.org/10.1145/3594718,The Security in Optical Wireless Communication: A Survey,2023,2023-04-28,62,article
agent security AI-generated code security,122,https://openalex.org/W4297968760,https://doi.org/10.1155/2022/5724168,A Review of Security and Privacy Concerns in the Internet of Things (IoT),2022,2022-09-29,75,article
agent security AI-generated code security,123,https://openalex.org/W4386142022,https://doi.org/10.1007/s12559-023-10179-8,Interpreting Black-Box Models: A Review on Explainable Artificial Intelligence,2023,2023-08-24,1997,article
agent security AI-generated code security,124,https://openalex.org/W4405400150,https://doi.org/10.1007/s11747-024-01064-3,How generative AI Is shaping the future of marketing,2024,2024-12-13,209,article
agent security AI-generated code security,125,https://openalex.org/W4308126814,https://doi.org/10.3390/s22218377,Toward Better Food Security Using Concepts from Industry 5.0,2022,2022-11-01,93,article
agent security AI-generated code security,126,https://openalex.org/W4385507608,https://doi.org/10.1145/3611643.3613083,Getting pwn’d by AI: Penetration Testing with Large Language Models,2023,2023-11-30,126,conference-paper
agent security AI-generated code security,127,https://openalex.org/W4394781239,https://doi.org/10.1007/s10586-024-04507-2,Data breaches in healthcare: security mechanisms for attack mitigation,2024,2024-04-13,76,article
agent security AI-generated code security,128,https://openalex.org/W4405460579,https://doi.org/10.3390/electronics13244965,A Comprehensive Survey on Generative AI Solutions in IoT Security,2024,2024-12-17,30,article
agent security AI-generated code security,129,https://openalex.org/W4410040324,https://doi.org/10.3390/a18050263,"AI-Driven Optimization of Blockchain Scalability, Security, and Privacy Protection",2025,2025-05-02,36,article
agent security AI-generated code security,130,https://openalex.org/W4319299406,https://doi.org/10.1111/rego.12512,Trustworthy artificial intelligence and the European Union AI act: On the conflation of trustworthiness and acceptability of risk,2023,2023-02-06,328,article
agent security AI-generated code security,131,https://openalex.org/W4389681621,https://doi.org/10.1111/bjet.13411,"Design and validation of the AI literacy questionnaire: The affective, behavioural, cognitive and ethical approach",2023,2023-12-13,327,article
agent security AI-generated code security,132,https://openalex.org/W4402230126,https://doi.org/10.3390/electronics13173509,A Systematic Review of Synthetic Data Generation Techniques Using Generative AI,2024,2024-09-04,231,review
agent security AI-generated code security,133,https://openalex.org/W4410956361,https://doi.org/10.3390/info16060469,"AI-Powered Educational Agents: Opportunities, Innovations, and Ethical Challenges",2025,2025-05-31,84,article
agent security AI-generated code security,134,https://openalex.org/W4360957277,https://doi.org/10.1007/s13347-023-00621-y,"AI as Agency Without Intelligence: on ChatGPT, Large Language Models, and Other Generative Models",2023,2023-03-01,324,article
agent security AI-generated code security,135,https://openalex.org/W4402553424,https://doi.org/10.1007/s10462-024-10916-x,"Explainable Generative AI (GenXAI): a survey, conceptualization, and research agenda",2024,2024-09-14,147,article
agent security AI-generated code security,136,https://openalex.org/W4366262984,https://doi.org/10.1016/j.inffus.2023.101805,Explainable Artificial Intelligence (XAI): What we know and what is left to attain Trustworthy Artificial Intelligence,2023,2023-04-18,1691,article
agent security AI-generated code security,137,https://openalex.org/W4382281941,https://doi.org/10.3390/s23135941,CICIoT2023: A Real-Time Dataset and Benchmark for Large-Scale Attacks in IoT Environment,2023,2023-06-26,972,article
agent security AI-generated code security,138,https://openalex.org/W4403826439,https://doi.org/10.1109/comst.2024.3487112,RIS-Assisted Physical Layer Security in Emerging RF and Optical Wireless Communications Systems: A Comprehensive Survey,2024,2024-10-28,122,article
agent security AI-generated code security,139,https://openalex.org/W4399035614,https://doi.org/10.3386/w32487,The Simple Macroeconomics of AI,2024,2024-05-01,166,report
agent security AI-generated code security,140,https://openalex.org/W4386065491,https://doi.org/10.1109/access.2023.3307467,On the (in)Security of the Control Plane of SDN Architecture: A Survey,2023,2023-01-01,63,article
agent security AI-generated code security,141,https://openalex.org/W4226170007,https://doi.org/10.1109/ojcoms.2022.3169500,Security and Privacy Issues in Autonomous Vehicles: A Layer-Based Survey,2022,2022-01-01,80,article
agent security AI-generated code security,142,https://openalex.org/W4293563248,https://doi.org/10.1155/2022/8951961,"Machine and Deep Learning for IoT Security and Privacy: Applications, Challenges, and Future Directions",2022,2022-08-27,89,article
agent security AI-generated code security,143,https://openalex.org/W3133686735,https://doi.org/10.1109/access.2022.3163580,Thinking Out of the Blocks: Holochain for Distributed Security in IoT Healthcare,2022,2022-01-01,75,article
agent security AI-generated code security,144,https://openalex.org/W4385732922,https://doi.org/10.1007/s44230-023-00038-y,"Survey on Explainable AI: From Approaches, Limitations and Applications Aspects",2023,2023-08-10,235,article
agent security AI-generated code security,145,https://openalex.org/W4210255930,https://doi.org/10.4236/ojbm.2022.101026,Artificial Intelligence (AI) in Accounting & Auditing: A Literature Review,2022,2022-01-01,235,article
agent security AI-generated code security,146,https://openalex.org/W4206713037,https://doi.org/10.3390/electronics11020198,Detecting Cybersecurity Attacks in Internet of Things Using Artificial Intelligence Methods: A Systematic Literature Review,2022,2022-01-10,362,review
agent security AI-generated code security,147,https://openalex.org/W4362602778,https://doi.org/10.1016/j.compbiomed.2023.106848,Privacy-preserving artificial intelligence in healthcare: Techniques and applications,2023,2023-04-05,570,article
agent security AI-generated code security,148,https://openalex.org/W4213430857,https://doi.org/10.1016/j.caeai.2022.100056,Rethinking the entwinement between artificial intelligence and human learning: What capabilities do learners need for a world with AI?,2022,2022-01-01,344,article
agent security AI-generated code security,149,https://openalex.org/W4366989878,https://doi.org/10.37074/jalt.2023.6.1.23,"War of the chatbots: Bard, Bing Chat, ChatGPT, Ernie and beyond. The new AI gold rush and its impact on higher education",2023,2023-04-24,418,article
agent security AI-generated code security,150,https://openalex.org/W4315880904,https://doi.org/10.1186/s12911-023-02103-9,Ethics and governance of trustworthy medical artificial intelligence,2023,2023-01-13,480,article
agent security AI-generated code security,151,https://openalex.org/W4327672398,https://doi.org/10.5281/zenodo.7636568,Speculative futures on ChatGPT and generative artificial intelligence (AI): A collective reflection from the educational landscape,2023,2023-02-13,339,article
agent security AI-generated code security,152,https://openalex.org/W4401359717,https://doi.org/10.1057/s41599-024-03526-z,AI and ethics: Investigating the first policy responses of higher education institutions to the challenge of generative AI,2024,2024-08-06,174,article
agent security AI-generated code security,153,https://openalex.org/W4377103256,https://doi.org/10.3390/computers12050107,Strengthening the Security of Smart Contracts through the Power of Artificial Intelligence,2023,2023-05-18,54,article
agent security AI-generated code security,154,https://openalex.org/W4396882206,https://doi.org/10.1145/3658644.3690283,Using AI Assistants in Software Development: A Qualitative Study on Security Practices and Concerns,2024,2024-12-02,29,conference-paper
agent security AI-generated code security,155,https://openalex.org/W4297536201,https://doi.org/10.1007/s11036-022-02042-1,"A Comprehensive Study of Security and Cyber-Security Risk Management within e-Health Systems: Synthesis, Analysis and a Novel Quantified Approach",2022,2022-09-29,57,article
agent security AI-generated code security,156,https://openalex.org/W4396796749,https://doi.org/10.1016/j.patter.2024.100988,"AI deception: A survey of examples, risks, and potential solutions",2024,2024-05-01,210,article
agent security AI-generated code security,157,https://openalex.org/W4385318219,https://doi.org/10.3389/frai.2023.1124553,Decision trees: from efficient prediction to responsible AI,2023,2023-07-26,219,article
agent security AI-generated code security,158,https://openalex.org/W4318479589,https://doi.org/10.1007/s11042-023-14400-6,The current state and future of mobile security in the light of the recent mobile security threat reports,2023,2023-01-30,46,article
agent security AI-generated code security,159,https://openalex.org/W4308118402,https://doi.org/10.3390/su142114226,Smart Grid Cyber Security Enhancement: Challenges and Solutions—A Review,2022,2022-10-31,69,article
agent security AI-generated code security,160,https://openalex.org/W4319661244,https://doi.org/10.1007/s43681-023-00258-9,From ethical AI frameworks to tools: a review of approaches,2023,2023-02-09,233,article
agent security AI-generated code security,161,https://openalex.org/W4396589252,https://doi.org/10.1186/s42400-023-00200-w,"Study of smart grid cyber-security, examining architectures, communication networks, cyber-attacks, countermeasure techniques, and challenges",2024,2024-05-01,112,article
agent security AI-generated code security,162,https://openalex.org/W4386973901,https://doi.org/10.1109/jbhi.2023.3316750,"Large AI Models in Health Informatics: Applications, Challenges, and the Future",2023,2023-09-22,236,article
agent security AI-generated code security,163,https://openalex.org/W4396811058,https://doi.org/10.1145/3661167.3661263,LLM Security Guard for Code,2024,2024-06-14,20,conference-paper
agent security AI-generated code security,164,https://openalex.org/W4410784299,https://doi.org/10.3390/s25113341,Machine Learning-Based Security Solutions for IoT Networks: A Comprehensive Survey,2025,2025-05-26,67,article
agent security AI-generated code security,165,https://openalex.org/W4406932573,https://doi.org/10.1007/s40747-024-01664-0,A survey of security threats in federated learning,2025,2025-01-29,53,article
agent security AI-generated code security,166,https://openalex.org/W4317910584,https://doi.org/10.37074/jalt.2023.6.1.9,ChatGPT: Bullshit spewer or the end of traditional assessments in higher education?,2023,2023-01-25,1759,article
agent security AI-generated code security,167,https://openalex.org/W4392165522,https://doi.org/10.21203/rs.3.rs-3970015/v1,Applications of LLMs for Generating Cyber Security Exercise Scenarios,2024,2024-02-26,28,preprint
agent security AI-generated code security,168,https://openalex.org/W4287851275,https://doi.org/10.1109/mis.2022.3181504,"Decentralized AI: Edge Intelligence and Smart Blockchain, Metaverse, Web3, and DeSci",2022,2022-05-01,228,article
agent security AI-generated code security,169,https://openalex.org/W4387809804,https://doi.org/10.3390/healthcare11202776,Leveraging Generative AI and Large Language Models: A Comprehensive Roadmap for Healthcare Integration,2023,2023-10-20,257,article
agent security AI-generated code security,170,https://openalex.org/W4304109184,https://doi.org/10.36227/techrxiv.19255058.v3,"A Survey on Metaverse: Fundamentals, Security, and Privacy",2022,2022-10-10,49,preprint
agent security AI-generated code security,171,https://openalex.org/W4411549717,https://doi.org/10.1145/3701716.3715209,AI-Driven Guided Response for Security Operation Centers with Microsoft Copilot for Security,2025,2025-05-08,20,conference-paper
agent security AI-generated code security,172,https://openalex.org/W4229441880,https://doi.org/10.1007/s40593-022-00293-3,Integrating Ethics and Career Futures with Technical Learning to Promote AI Literacy for Middle School Students: An Exploratory Study,2022,2022-05-09,383,article
agent security AI-generated code security,173,https://openalex.org/W4387970754,https://doi.org/10.3390/informatics10040082,AI Chatbots in Digital Mental Health,2023,2023-10-27,161,article
agent security AI-generated code security,174,https://openalex.org/W4402601985,https://doi.org/10.1007/s11023-024-09694-w,Mapping the Ethics of Generative AI: A Comprehensive Scoping Review,2024,2024-09-17,125,article
agent security AI-generated code security,175,https://openalex.org/W4385412351,https://doi.org/10.1109/eurosp57164.2023.00022,SoK: Explainable Machine Learning for Computer Security Applications,2023,2023-07-01,57,conference-paper
agent security AI-generated code security,176,https://openalex.org/W4388886073,https://doi.org/10.1145/3605764.3623985,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,2023,2023-11-21,508,conference-paper
agent security AI-generated code security,177,https://openalex.org/W4308167307,https://doi.org/10.1109/ojcoms.2022.3215676,"Explainable AI Over the Internet of Things (IoT): Overview, State-of-the-Art and Future Directions",2022,2022-01-01,169,article
agent security AI-generated code security,178,https://openalex.org/W4389428089,https://doi.org/10.1007/s44163-023-00089-x,A comprehensive literature review of the applications of AI techniques through the lifecycle of industrial equipment,2023,2023-12-07,297,article
agent security AI-generated code security,179,https://openalex.org/W4288391568,https://doi.org/10.1109/tai.2022.3194503,An Overview of Artificial Intelligence Ethics,2022,2022-07-28,471,article
agent security AI-generated code security,180,https://openalex.org/W4318586221,https://doi.org/10.1007/978-3-031-21448-6,Mission AI,2023,2023-01-01,117,book
agent security AI-generated code security,181,https://openalex.org/W4360836968,https://doi.org/10.48550/arxiv.2303.12712,Sparks of Artificial General Intelligence: Early experiments with GPT-4,2023,2023-03-22,1585,preprint
agent security AI-generated code security,182,https://openalex.org/W4387299529,https://doi.org/10.1177/01492063231194968,Human-AI Ensembles: When Can They Work?,2023,2023-10-03,190,article
agent security AI-generated code security,183,https://openalex.org/W4386261125,https://doi.org/10.15294/elt.v12i1.64069,Artificial intelligence (AI) technology in OpenAI ChatGPT application: A review of ChatGPT in writing English essay,2023,2023-03-31,284,article
agent security AI-generated code security,184,https://openalex.org/W4411152359,https://doi.org/10.1007/978-3-031-90026-6,Agentic AI,2025,2025-01-01,36,book
agent security AI-generated code security,185,https://openalex.org/W4403048643,https://doi.org/10.3390/app14198884,Recent Applications of Explainable AI (XAI): A Systematic Literature Review,2024,2024-10-02,173,review
agent security AI-generated code security,186,https://openalex.org/W4288391541,https://doi.org/10.1109/access.2022.3194569,"Blockchain and AI-Empowered Healthcare Insurance Fraud Detection: an Analysis, Architecture, and Future Prospects",2022,2022-01-01,125,article
agent security AI-generated code security,187,https://openalex.org/W4389094616,https://doi.org/10.1017/jdm.2023.37,"Human favoritism, not AI aversion: People’s perceptions (and bias) toward generative AI, human experts, and human–GAI collaboration in persuasive content generation",2023,2023-01-01,159,article
agent security AI-generated code security,188,https://openalex.org/W4408167800,https://doi.org/10.3390/s25061666,"Generative AI and LLMs for Critical Infrastructure Protection: Evaluation Benchmarks, Agentic AI, Challenges, and Opportunities",2025,2025-03-07,60,article
agent security AI-generated code security,189,https://openalex.org/W4396820575,https://doi.org/10.1007/s10664-024-10590-1,How secure is AI-generated code: a large-scale comparison of large language models,2024,2024-12-21,47,article
agent security AI-generated code security,190,https://openalex.org/W4378220779,https://doi.org/10.3390/iot4020009,IoT Health Devices: Exploring Security Risks in the Connected Landscape,2023,2023-05-25,59,article
agent security AI-generated code security,191,https://openalex.org/W4405642326,https://doi.org/10.1007/s10055-024-01079-9,Security and privacy in virtual reality: a literature survey,2024,2024-12-20,51,article
agent security AI-generated code security,192,https://openalex.org/W4396578638,https://doi.org/10.1007/s10462-024-10776-5,Research trends in deep learning and machine learning for cloud computing security,2024,2024-05-02,69,article
agent security AI-generated code security,193,https://openalex.org/W4405965505,https://doi.org/10.3390/en18010141,"Security of Smart Grid: Cybersecurity Issues, Potential Cyberattacks, Major Incidents, and Future Directions",2025,2025-01-01,81,article
agent security AI-generated code security,194,https://openalex.org/W4214946797,https://doi.org/10.1007/s10551-022-05050-z,The Dawn of the AI Robots: Towards a New Framework of AI Robot Accountability,2022,2022-03-02,128,article
agent security AI-generated code security,195,https://openalex.org/W4390832893,https://doi.org/10.48550/arxiv.2401.05459,"Personal LLM Agents: Insights and Survey about the Capability, Efficiency and Security",2024,2024-01-10,31,preprint
agent security AI-generated code security,196,https://openalex.org/W4321499901,https://doi.org/10.1186/s40561-023-00237-x,What if the devil is my guardian angel: ChatGPT as a case study of using chatbots in education,2023,2023-02-22,1811,article
agent security AI-generated code security,197,https://openalex.org/W4402901320,https://doi.org/10.1057/s41599-024-03611-3,Large language models empowered agent-based modeling and simulation: a survey and perspectives,2024,2024-09-27,254,article
agent security AI-generated code security,198,https://openalex.org/W4393259376,https://doi.org/10.1145/3654663,Machine Learning in Metaverse Security: Current Solutions and Future Challenges,2024,2024-03-28,54,article
agent security AI-generated code security,199,https://openalex.org/W4391558520,https://doi.org/10.1145/3597503.3608128,A Large-Scale Survey on the Usability of AI Programming Assistants: Successes and Challenges,2024,2024-02-06,154,conference-paper
agent security AI-generated code security,200,https://openalex.org/W4324378992,https://doi.org/10.1007/s10462-023-10454-y,"Open-source intelligence: a comprehensive review of the current state, applications and future perspectives in cyber security",2023,2023-03-15,66,article
secure dependable software systems,1,https://openalex.org/W4296552403,https://doi.org/10.1016/j.compbiomed.2022.106019,A secure healthcare 5.0 system based on blockchain technology entangled with federated learning technique,2022,2022-09-21,248,article
secure dependable software systems,2,https://openalex.org/W4306631501,https://doi.org/10.1016/j.jpdc.2022.10.002,A blockchain-orchestrated deep learning approach for secure data transmission in IoT-enabled healthcare system,2022,2022-10-17,228,article
secure dependable software systems,3,https://openalex.org/W4205307972,https://doi.org/10.3390/s22020572,An Industrial IoT-Based Blockchain-Enabled Secure Searchable Encryption Approach for Healthcare Systems Using Neural Network,2022,2022-01-12,220,article
secure dependable software systems,4,https://openalex.org/W4414604164,https://doi.org/10.1109/qpain66474.2025.11171787,Automotive: A Web-Based Comparative Platform for Online and Offline Vehicle Parts Sales,2025,2025-07-31,108,conference-paper
secure dependable software systems,5,https://openalex.org/W4401117567,https://doi.org/10.1016/j.rineng.2024.102647,Securing modern power systems: Implementing comprehensive strategies to enhance resilience and reliability against cyber-attacks,2024,2024-07-30,186,article
secure dependable software systems,6,https://openalex.org/W4293770403,https://doi.org/10.1007/s10586-022-03713-0,Energy efficiency in cloud computing data centers: a survey on software technologies,2022,2022-08-29,494,article
secure dependable software systems,7,https://openalex.org/W4210482275,https://doi.org/10.1007/s13204-021-02164-0,RETRACTED ARTICLE: Integration of Healthcare 4.0 and blockchain into secure cloud-based electronic health records systems,2022,2022-02-04,188,article
secure dependable software systems,8,https://openalex.org/W4225716729,https://doi.org/10.1007/s42979-022-01043-x,"AI-Based Modeling: Techniques, Applications and Research Issues Towards Automation, Intelligent and Smart Systems",2022,2022-02-10,1166,article
secure dependable software systems,9,https://openalex.org/W4205791736,https://doi.org/10.1109/access.2022.3140181,Systematic Literature Review on Security Risks and its Practices in Secure Software Development,2022,2022-01-01,106,review
secure dependable software systems,10,https://openalex.org/W4304585049,https://doi.org/10.3390/healthcare10101993,IoT-Based Healthcare-Monitoring System towards Improving Quality of Life: A Review,2022,2022-10-11,456,article
secure dependable software systems,11,https://openalex.org/W4318261440,https://doi.org/10.1155/2023/8981988,A Comprehensive Survey on Machine Learning‐Based Intrusion Detection Systems for Secure Communication in Internet of Things,2023,2023-01-01,132,article
secure dependable software systems,12,https://openalex.org/W4288065119,https://doi.org/10.1109/access.2022.3194319,Blockchain Technology for Secure Supply Chain Management: A Comprehensive Review,2022,2022-01-01,180,article
secure dependable software systems,13,https://openalex.org/W4324331331,https://doi.org/10.1016/j.csa.2023.100015,"Securing distributed systems: A survey on access control techniques for cloud, blockchain, IoT and SDN",2023,2023-03-15,98,article
secure dependable software systems,14,https://openalex.org/W4318999387,https://doi.org/10.1038/s41598-023-28721-x,A secure and dependable trust assessment (SDTS) scheme for industrial communication networks,2023,2023-02-02,36,article
secure dependable software systems,15,https://openalex.org/W4409485041,https://doi.org/10.1186/s42162-024-00461-w,"Transforming the electrical grid: the role of AI in advancing smart, sustainable, and secure energy systems",2025,2025-04-16,104,article
secure dependable software systems,16,https://openalex.org/W4391791457,https://doi.org/10.1109/access.2024.3365634,Securing the Internet of Things in Artificial Intelligence Era: A Comprehensive Survey,2024,2024-01-01,91,article
secure dependable software systems,17,https://openalex.org/W4287843580,https://doi.org/10.1016/j.nexus.2022.100124,An overview of smart irrigation systems using IoT,2022,2022-07-25,438,article
secure dependable software systems,18,https://openalex.org/W4295788720,https://doi.org/10.1109/access.2022.3206457,Design of Secure Mutual Authentication Scheme for Metaverse Environments Using Blockchain,2022,2022-01-01,174,article
secure dependable software systems,19,https://openalex.org/W4388018155,https://doi.org/10.3390/s23218840,"Securing Industrial Control Systems: Components, Cyber Threats, and Machine Learning-Driven Defense Strategies",2023,2023-10-30,107,article
secure dependable software systems,20,https://openalex.org/W4382128171,https://doi.org/10.3390/electronics12092100,Securing a Smart Home with a Transformer-Based IoT Intrusion Detection System,2023,2023-05-04,78,article
secure dependable software systems,21,https://openalex.org/W4319865974,https://doi.org/10.1109/mdat.2023.3241116,"Testability and Dependability of AI Hardware: Survey, Trends, Challenges, and Perspectives",2023,2023-01-31,77,article
secure dependable software systems,22,https://openalex.org/W4225147756,https://doi.org/10.1016/j.softx.2022.101089,The Contiki-NG open source operating system for next generation IoT devices,2022,2022-04-29,184,software-paper
secure dependable software systems,23,https://openalex.org/W4285227013,https://doi.org/10.1109/access.2022.3182333,RTIDS: A Robust Transformer-Based Approach for Intrusion Detection System,2022,2022-01-01,313,article
secure dependable software systems,24,https://openalex.org/W4401421466,https://doi.org/10.1038/s41598-024-68529-x,The role of blockchain to secure internet of medical things,2024,2024-08-08,110,article
secure dependable software systems,25,https://openalex.org/W3171802458,https://doi.org/10.1016/j.comcom.2022.09.012,"Federated Learning for intrusion detection system: Concepts, challenges and future directions",2022,2022-09-16,437,article
secure dependable software systems,26,https://openalex.org/W4391099804,https://doi.org/10.3390/s24020708,A Review of IoT Firmware Vulnerabilities and Auditing Techniques,2024,2024-01-22,81,article
secure dependable software systems,27,https://openalex.org/W4403973238,https://doi.org/10.1186/s42400-024-00221-z,Securing transactions: a hybrid dependable ensemble machine learning model using IHT-LR and grid search,2024,2024-11-01,39,article
secure dependable software systems,28,https://openalex.org/W4317904523,https://doi.org/10.1186/s12911-023-02115-5,Interoperability of heterogeneous health information systems: a systematic literature review,2023,2023-01-24,377,review
secure dependable software systems,29,https://openalex.org/W4323338839,https://doi.org/10.1109/access.2023.3250235,Toward Secured IoT-Based Smart Systems Using Machine Learning,2023,2023-01-01,65,article
secure dependable software systems,30,https://openalex.org/W4391574610,https://doi.org/10.3390/su16031349,A Novel Cloud-Based IoT Framework for Secure Health Monitoring,2024,2024-02-05,24,article
secure dependable software systems,31,https://openalex.org/W4390692440,https://doi.org/10.1109/access.2024.3352508,"Toward a Secure 5G-Enabled Internet of Things: A Survey on Requirements, Privacy, Security, Challenges, and Opportunities",2024,2024-01-01,148,article
secure dependable software systems,32,https://openalex.org/W4381799145,https://doi.org/10.1109/access.2023.3288334,"5G Multi-Access Edge Computing: A Survey on Security, Dependability, and Performance",2023,2023-01-01,62,article
secure dependable software systems,33,https://openalex.org/W4312540075,https://doi.org/10.6028/nist.sp.800-160v1r1,Engineering trustworthy secure systems,2022,2022-11-08,34,report
secure dependable software systems,34,https://openalex.org/W4385976198,https://doi.org/10.1109/access.2023.3306534,Resource Allocation in Networking and Computing Systems: A Security and Dependability Perspective,2023,2023-01-01,29,article
